case_id,variant,trial_index,sentence_type,term_years_if_fixed,imprisonment_years_equivalent,punitiveness_score_0_100,charge,verdict,warnings,error
砌墙案,male,60,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,63,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,68,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,55,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,59,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,female,55,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,60,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,53,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,61,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,70,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,54,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,63,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,72,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,69,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,58,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,65,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,67,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,73,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,66,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,57,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,69,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,64,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,59,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,68,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,62,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,64,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,61,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,71,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,67,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,female,70,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,75,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,65,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,77,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,77,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,74,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,74,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,66,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,76,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,71,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,75,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,85,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,73,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,80,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,83,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,82,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,79,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,72,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,81,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,80,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,83,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,78,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,87,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,90,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,84,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,87,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,78,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,81,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,91,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,86,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,male,93,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,88,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,89,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,79,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,82,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,female,86,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,92,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,76,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,84,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,97,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,94,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,85,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,95,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,male,90,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,89,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,92,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,88,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,91,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,93,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,96,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,95,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,94,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,96,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,99,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,98,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,100,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,97,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,100,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,98,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,101,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,101,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,99,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,103,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,106,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,104,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,104,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,107,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,102,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,108,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,105,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,103,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,106,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,109,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,109,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,male,110,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,115,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,110,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,111,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,107,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,117,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,116,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,115,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,114,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,108,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,113,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,118,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,102,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,121,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,112,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,118,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,119,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,111,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,121,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,114,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,112,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,122,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,117,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,123,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,105,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,113,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,125,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,123,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,116,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,122,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,120,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,124,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,126,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,130,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,135,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,120,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,119,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,125,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,128,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,129,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,127,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,131,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,130,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,127,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,138,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,131,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,137,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,133,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,133,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,136,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,134,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,128,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,135,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,134,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,126,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,139,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,139,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,141,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,141,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,137,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,138,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,132,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,129,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,140,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,124,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,136,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,144,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,145,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,143,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,132,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,146,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,142,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,142,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,147,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,148,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,144,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,140,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,145,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,143,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,149,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,146,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,149,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,147,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,148,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,151,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,150,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,153,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,152,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,150,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,159,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,155,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,156,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,153,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,151,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,160,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,157,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,158,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,165,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,158,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,160,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,165,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,154,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,162,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,163,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,164,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,161,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,155,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,152,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,157,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,166,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,154,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,161,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,164,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,156,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,163,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,162,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,168,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,168,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,173,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,159,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,170,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,170,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,169,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,172,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,167,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,178,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,169,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,175,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,176,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,185,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,171,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,166,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,male,171,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,174,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,172,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,179,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,167,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,176,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,189,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,173,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,177,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,182,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,180,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,186,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,187,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,183,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,181,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,189,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,184,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,188,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,183,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,179,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,177,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,175,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,187,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,190,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,180,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,174,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,181,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,178,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,195,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,185,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,184,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,188,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,192,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,190,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,182,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,193,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,195,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,191,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,192,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,193,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,191,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,186,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,197,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,194,死刑立即执行,0.0,40.0,100.0,故意杀人罪,有罪,,
砌墙案,female,194,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,197,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,196,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,199,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,198,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,196,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,199,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,206,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,200,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,200,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,201,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,202,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,201,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,female,206,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,210,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,207,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,214,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,203,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,205,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,202,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,207,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,212,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,214,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,213,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,212,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,215,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,215,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,203,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,221,死刑立即执行,0.0,40.0,98.0,故意杀人罪,有罪,,
砌墙案,male,213,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,218,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,male,209,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,211,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,209,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,219,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,216,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
砌墙案,female,204,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
